"ano","id_municipio","bioma","area_total","desmatado","populacao","bovinos","area_colhida_total","pib","precipitacao_media_anual","temperatura_media_anual","pib_per_capita"
2016,1400704,"Amazônia",8137.16253,48.1,9664,14869,48,103629000,4.46,23.49,10723.1995033113
2017,1400704,"Amazônia",8137.16253,48.3,9836,15652,50,116502000,3.61,23.15,11844.4489629931
2018,1400704,"Amazônia",8137.16253,48.3,10325,17495,75,111043000,2.4,22.98,10754.7699757869
2019,1400704,"Amazônia",8137.16253,50.2,10559,19456,48,118912000,3.04,24.42,11261.6725068662
2020,1400704,"Amazônia",8137.16253,51.2,10789,20650,48,129282000,NA,NA,11982.7602187413
2021,1400704,"Amazônia",8137.16253,51.7,11014,21310,39,143945000,NA,NA,13069.2754675867
2022,1400704,"Amazônia",8137.16253,52.2,13764,13878,42,NA,NA,NA,NA
2023,1400704,"Amazônia",8137.16253,52.2,NA,NA,NA,NA,NA,NA,NA
2004,1500107,"Amazônia",1628.5588,671.6,129300,4497,770,295111000,6.85,25.72,2282.3743232792
2005,1500107,"Amazônia",1628.5588,674.8,131158,3791,935,320742000,6.95,26.58,2445.46272434773
2006,1500107,"Amazônia",1628.5588,679.3,133316,3800,1000,362883000,7.81,26.5,2721.9763569264
2007,1500107,"Amazônia",1628.5588,683.3,132222,3896,985,415535000,5.77,26.6,3142.70696253271
2008,1500107,"Amazônia",1628.5588,684.5,138005,4194,675,458889000,8.23,26.13,3325.16213180682
2009,1500107,"Amazônia",1628.5588,687.5,139819,3438,675,509254000,7.25,26.72,3642.23746415008
2010,1500107,"Amazônia",1628.5588,691.3,141100,2263,635,583793000,6.44,26.72,4137.4415308292
2011,1500107,"Amazônia",1628.5588,692.1,142785,1527,535,709884000,7.8,26.56,4971.69870784746
2012,1500107,"Amazônia",1628.5588,694.3,144415,1859,585,798053000,6.67,26.77,5526.1087837136
2013,1500107,"Amazônia",1628.5588,694.7,147267,1858,2630,891428000,6.31,26.28,6053.14157278956
2014,1500107,"Amazônia",1628.5588,694.9,148873,1700,2615,1056559000,6.7,26.33,7097.04916270916
2015,1500107,"Amazônia",1628.5588,695.5,150431,19086,22115,1192555000,5.55,26.82,7927.5880636305
2016,1500107,"Amazônia",1628.5588,695.9,151934,2408,22120,1246639000,7.16,27,8205.13512446194
2017,1500107,"Amazônia",1628.5588,697.1,153380,2800,22780,1337353000,7.14,26.41,8719.21371756422
2018,1500107,"Amazônia",1628.5588,697.7,156292,3100,22120,1413517000,8.36,26.18,9044.07775190029
2019,1500107,"Amazônia",1628.5588,698,157698,2800,23130,1491621000,4.98,25.4,9458.71856332991
2020,1500107,"Amazônia",1628.5588,699.2,159080,3100,29773,1659693000,NA,NA,10433.071410611
2021,1500107,"Amazônia",1628.5588,700.9,160439,3500,22660,1949341000,NA,NA,12150.0445652242
2022,1500107,"Amazônia",1628.5588,701.3,158042,3800,22740,NA,NA,NA,NA
2023,1500107,"Amazônia",1628.5588,701.6,NA,NA,NA,NA,NA,NA,NA
2004,1500131,"Amazônia",598.62432,525.2,6798,75020,216,32332000,4.8,26.18,4756.10473668726
2005,1500131,"Amazônia",598.62432,541.1,6952,75080,228,36337000,3.71,26.93,5226.84119677791
2006,1500131,"Amazônia",598.62432,541.9,7131,76243,250,37205000,5.49,26.72,5217.36081895947
2007,1500131,"Amazônia",598.62432,543.9,6592,64806,248,49544000,2.81,26.64,7515.77669902913
2008,1500131,"Amazônia",598.62432,545.9,6879,58328,190,45160000,5.19,26.24,6564.90769007123
2009,1500131,"Amazônia",598.62432,546.9,6967,52498,190,51963000,5.18,26.3,7458.44696426008
2010,1500131,"Amazônia",598.62432,548.6,6780,48198,190,53599000,4.19,26.88,7905.45722713864
2011,1500131,"Amazônia",598.62432,549,6843,44422,184,63785000,4.68,26.18,9321.20415022651
2012,1500131,"Amazônia",598.62432,549,6905,46000,75,44328000,3.4,26.47,6419.69587255612
2013,1500131,"Amazônia",598.62432,549.4,7013,54531,55,57573000,3.99,26.22,8209.46813061457
2014,1500131,"Amazônia",598.62432,549.8,7070,57517,55,69372000,3.02,26.28,9812.16407355021
2015,1500131,"Amazônia",598.62432,550,7126,54195,35,66599000,2.12,26.98,9345.91636261577
2016,1500131,"Amazônia",598.62432,550.5,7179,45934,14,76699000,1.8,26.85,10683.799972141
2017,1500131,"Amazônia",598.62432,550.7,7231,46364,14,80633000,4.9,26.38,11151.0164569216
2018,1500131,"Amazônia",598.62432,551.7,7382,45025,12,82186000,4.92,26.13,11133.2972094283
2019,1500131,"Amazônia",598.62432,555.9,7434,50371,56,84902000,4.56,24.51,11420.7694377186
2020,1500131,"Amazônia",598.62432,557.1,7486,49300,52,95863000,NA,NA,12805.6371894203
2021,1500131,"Amazônia",598.62432,559.2,7536,45670,59,105496000,NA,NA,13998.9384288747
2022,1500131,"Amazônia",598.62432,561.9,6119,46200,63,NA,NA,NA,NA
2023,1500131,"Amazônia",598.62432,563.4,NA,NA,NA,NA,NA,NA,NA
2004,1500206,"Amazônia",4353.10954,2082,60039,9396,11153,252212000,7.14,25.75,4200.80281150585
2005,1500206,"Amazônia",4353.10954,2136.2,61487,17636,11153,311642000,8.12,26.55,5068.42096703368
2006,1500206,"Amazônia",4353.10954,2172.3,63170,18517,11148,357400000,8.5,26.41,5657.7489314548
2007,1500206,"Amazônia",4353.10954,2210.3,47923,22638,11251,427526000,7.75,26.43,8921.10260209085
2008,1500206,"Amazônia",4353.10954,2258.1,48878,25000,11230,352565000,8.72,25.93,7213.1633863906
2009,1500206,"Amazônia",4353.10954,2270,48501,26000,10979,418856000,8.21,26.44,8636.02812313148
2010,1500206,"Amazônia",4353.10954,2300.2,53569,21480,10670,440767000,6.73,26.49,8228.02367040639
2011,1500206,"Amazônia",4353.10954,2315.2,53680,11689,10680,503716000,8.39,26.16,9383.68107302533
2012,1500206,"Amazônia",4353.10954,2320,53787,6372,10950,506916000,7.37,26.38,9424.5077806905
2013,1500206,"Amazônia",4353.10954,2338.3,54030,10085,10905,871619000,6.62,26.07,16132.1302979826
2014,1500206,"Amazônia",4353.10954,2344.1,54047,10948,12705,577256000,6.75,26.08,10680.6298221918
2015,1500206,"Amazônia",4353.10954,2351.1,54064,11982,17078,640890000,5.65,26.57,11854.2838117786
2016,1500206,"Amazônia",4353.10954,2358.3,54080,10546,21652,789271000,6.78,26.73,14594.5081360947
2017,1500206,"Amazônia",4353.10954,2376.8,54096,10740,23187,932175000,6.9,26.23,17231.8655723159
2018,1500206,"Amazônia",4353.10954,2393.5,55513,19741,24776,913952000,8.26,26.08,16463.7472303785
2019,1500206,"Amazônia",4353.10954,2411.7,55591,19700,23119,755091000,6.66,23.84,13582.9720638233
2020,1500206,"Amazônia",4353.10954,2427.4,55669,12179,23119,881812000,NA,NA,15840.2701683163
2021,1500206,"Amazônia",4353.10954,2437.7,55744,15184,23119,1433440000,NA,NA,25714.6957520092
2022,1500206,"Amazônia",4353.10954,2443.4,63268,15674,23119,NA,NA,NA,NA
2023,1500206,"Amazônia",4353.10954,2451.8,NA,NA,NA,NA,NA,NA,NA
2004,1500305,"Amazônia",8515.1183,24.9,34534,4400,NA,90678000,8.24,26.33,2625.760120461
2005,1500305,"Amazônia",8515.1183,26,35455,4380,NA,90649000,6.42,26.57,2556.73388802708
2006,1500305,"Amazônia",8515.1183,27,36524,4450,NA,93692000,6.69,26.33,2565.21739130435
2007,1500305,"Amazônia",8515.1183,27.1,31183,3600,1,103796000,5.82,26.43,3328.60853670269
2008,1500305,"Amazônia",8515.1183,27.2,32368,3800,NA,121092000,5.66,26.2,3741.10232328225
2009,1500305,"Amazônia",8515.1183,27.2,32633,4200,NA,133902000,5.8,26.36,4103.26969631968
2010,1500305,"Amazônia",8515.1183,28.9,35042,4280,NA,161293000,4.95,26.72,4602.84801095828
2011,1500305,"Amazônia",8515.1183,28.9,35467,4350,40,190906000,6,26.51,5382.63738122762
2012,1500305,"Amazônia",8515.1183,29.1,35879,4410,45,232238000,5.08,26.8,6472.81139385156
2013,1500305,"Amazônia",8515.1183,29.2,36598,1904,40,262214000,6.55,26.57,7164.70845401388
2014,1500305,"Amazônia",8515.1183,29.4,37004,2105,NA,301313000,5.85,26.57,8142.71430115663
2015,1500305,"Amazônia",8515.1183,29.4,37398,2364,NA,324962000,4.83,26.84,8689.2881972298
2016,1500305,"Amazônia",8515.1183,29.4,37778,1547,40,318316000,4.28,27.03,8425.96220022235
2017,1500305,"Amazônia",8515.1183,29.5,38144,1571,40,358271000,3.72,26.79,9392.59123322148
2018,1500305,"Amazônia",8515.1183,29.5,38863,1515,40,357706000,6.26,26.47,9204.28170753673
2019,1500305,"Amazônia",8515.1183,29.6,39218,1639,42,368873000,4.33,25.26,9405.70656331276
2020,1500305,"Amazônia",8515.1183,29.6,39567,1761,43,438582000,NA,NA,11084.5401470923
2021,1500305,"Amazônia",8515.1183,29.6,39910,1842,45,444236000,NA,NA,11130.9446254072
2022,1500305,"Amazônia",8515.1183,29.8,38020,1505,40,NA,NA,NA,NA
2023,1500305,"Amazônia",8515.1183,30.1,NA,NA,NA,NA,NA,NA,NA
2004,1500347,"Amazônia",7120.20393,4430.3,30156,587216,79,90937000,5.78,25.22,3015.55246053853
2005,1500347,"Amazônia",7120.20393,4509.2,31633,575520,75,168671000,3.75,26.2,5332.12151866721
2006,1500347,"Amazônia",7120.20393,4529.3,33350,581758,75,222295000,4.97,25.52,6665.51724137931
2007,1500347,"Amazônia",7120.20393,4560.3,28658,409909,75,190861000,3.51,25.53,6659.95533533394
2008,1500347,"Amazônia",7120.20393,4583.2,30389,436678,85,211249000,5.04,25.48,6951.49560696305
2009,1500347,"Amazônia",7120.20393,4594.1,31216,453885,85,184284000,5.67,25.48,5903.51101998975
2010,1500347,"Amazônia",7120.20393,4601.2,25057,564356,110,180873000,3.84,26.25,7218.46190685238
2011,1500347,"Amazônia",7120.20393,4608.7,25285,545819,135,209295000,4.97,25.81,8277.43721574056
2012,1500347,"Amazônia",7120.20393,4614.7,25506,556735,110,224992000,3.52,25.77,8821.14012389242
2013,1500347,"Amazônia",7120.20393,4620,25899,564582,110,287540000,3.21,25.47,11102.3591644465
2014,1500347,"Amazônia",7120.20393,4633.5,26105,585400,110,320451000,3.12,25.42,12275.464470408
2015,1500347,"Amazônia",7120.20393,4643,26305,590693,108,379314000,2.03,25.84,14419.8441360958
2016,1500347,"Amazônia",7120.20393,4652,26497,620683,138,432588000,3.27,25.87,16325.9236894743
2017,1500347,"Amazônia",7120.20393,4660.4,26682,643946,140,443365000,3.82,25.76,16616.6329360618
2018,1500347,"Amazônia",7120.20393,4665.1,27241,651004,140,422972000,4.3,25.07,15527.0364524063
2019,1500347,"Amazônia",7120.20393,4674.8,27430,660474,160,433939000,3.1,23.79,15819.8687568356
2020,1500347,"Amazônia",7120.20393,4682.9,27615,662809,160,531635000,NA,NA,19251.6748144125
2021,1500347,"Amazônia",7120.20393,4688.3,27797,688758,242,643132000,NA,NA,23136.7413749685
2022,1500347,"Amazônia",7120.20393,4692.8,16672,712897,268,NA,NA,NA,NA
2023,1500347,"Amazônia",7120.20393,4696.7,NA,NA,NA,NA,NA,NA,NA
2004,1500404,"Amazônia",23623.24261,2242,40289,137164,1777,131789000,5.63,26.84,3271.09136488868
2005,1500404,"Amazônia",23623.24261,2262.6,40015,151468,1822,137816000,6.13,27.39,3444.10845932775
2006,1500404,"Amazônia",23623.24261,2285.8,39697,161306,1866,144580000,5.99,26.99,3642.08882283296
2007,1500404,"Amazônia",23623.24261,2305.9,52661,167401,1884,178153000,4.68,27.14,3383.01589411519
2008,1500404,"Amazônia",23623.24261,2345.5,55688,112400,1867,214101000,6.52,26.61,3844.65234880046
2009,1500404,"Amazônia",23623.24261,2364,57067,147352,1584,269353000,6.32,27.16,4719.9432246307
2010,1500404,"Amazônia",23623.24261,2391.5,52626,170396,1445,361813000,5.04,27.34,6875.17576863147
2011,1500404,"Amazônia",23623.24261,2413.4,53004,166052,1669,360713000,6.86,26.71,6805.39204588333
2012,1500404,"Amazônia",23623.24261,2428.3,53369,160908,1848,364445000,4.59,27.22,6828.77700537765
2013,1500404,"Amazônia",23623.24261,2446.1,54035,168444,1848,560154000,4.6,27.22,10366.5031923753
2014,1500404,"Amazônia",23623.24261,2462.5,54353,191140,1786,531842000,3.73,27.43,9784.96127168694
2015,1500404,"Amazônia",23623.24261,2477.6,54662,189902,2129,518610000,3.61,27.89,9487.5782078958
2016,1500404,"Amazônia",23623.24261,2493.8,54960,190903,2027,660477000,4.4,27.62,12017.4126637555
2017,1500404,"Amazônia",23623.24261,2521.3,55246,188400,2312,609255000,4.25,27.27,11028.0382290121
2018,1500404,"Amazônia",23623.24261,2543.3,56480,213741,2489,566618000,4.63,26.71,10032.1883852691
2019,1500404,"Amazônia",23623.24261,2563.1,56789,205369,2734,573058000,3.25,26.27,10091.0035394178
2020,1500404,"Amazônia",23623.24261,2596,57092,224431,2738,692397000,NA,NA,12127.7411896588
2021,1500404,"Amazônia",23623.24261,2627.9,57390,237509,2738,745403000,NA,NA,12988.3777661614
2022,1500404,"Amazônia",23623.24261,2656.9,86096,224431,3106,NA,NA,NA,NA
2023,1500404,"Amazônia",23623.24261,2679.2,NA,NA,NA,NA,NA,NA,NA
2004,1500503,"Amazônia",72761.40228,1529.6,34230,22170,110,410386000,4.89,26.29,11989.0739117733
2005,1500503,"Amazônia",72761.40228,1565.8,34280,23278,168,399393000,6.3,26.73,11650.9043173862
2006,1500503,"Amazônia",72761.40228,1572.1,34338,23976,158,429743000,6,26.24,12515.0853282078
2007,1500503,"Amazônia",72761.40228,1604.6,30903,25395,232,424198000,5.63,26.11,13726.757919943
2008,1500503,"Amazônia",72761.40228,1663.6,31475,33108,233,536320000,6.64,25.93,17039.5552025417
2009,1500503,"Amazônia",72761.40228,1686.9,31192,34763,225,379854000,6.79,26.22,12177.9302385227
2010,1500503,"Amazônia",72761.40228,1725.4,33614,36501,228,576867000,5.79,26.44,17161.5100850836
2011,1500503,"Amazônia",72761.40228,1731.9,33588,38326,220,527859000,6.29,25.87,15715.7020364416
2012,1500503,"Amazônia",72761.40228,1751.4,33563,39475,235,467571000,5.98,26.57,13931.1444149808
2013,1500503,"Amazônia",72761.40228,1760.6,33562,25312,266,454918000,4.97,26.48,13554.5557475717
2014,1500503,"Amazônia",72761.40228,1784.1,33466,24124,266,502847000,4.08,26.46,15025.6080798422
2015,1500503,"Amazônia",72761.40228,1796.2,33372,21853,410,475344000,4.65,26.74,14243.7971952535
2016,1500503,"Amazônia",72761.40228,1811.2,33282,21100,420,590295000,5.81,26.58,17736.1636920858
2017,1500503,"Amazônia",72761.40228,1832,33195,23414,336,666123000,3.86,26.28,20066.9679168549
2018,1500503,"Amazônia",72761.40228,1850.6,34142,28110,364,591446000,4.02,26.16,17323.1210825376
2019,1500503,"Amazônia",72761.40228,1880.3,34109,28672,394,543380000,3.22,25.47,15930.6927790319
2020,1500503,"Amazônia",72761.40228,1905,34076,26092,411,627560000,NA,NA,18416.4808076065
2021,1500503,"Amazônia",72761.40228,1936.5,34044,26966,411,688370000,NA,NA,20220.0093996005
2022,1500503,"Amazônia",72761.40228,1954.9,38843,26092,345,NA,NA,NA,NA
2023,1500503,"Amazônia",72761.40228,1977.7,NA,NA,NA,NA,NA,NA,NA
2004,1500602,"Amazônia",159482.27399,4588.1,83322,314217,5802,377712000,4.72,25.95,4533.16050982934
2005,1500602,"Amazônia",159482.27399,5126.5,84398,339517,5387,410774000,6.57,26.45,4867.105855589
2006,1500602,"Amazônia",159482.27399,5411.6,85649,365034,5373,444963000,7.42,26.05,5195.19200457682
2007,1500602,"Amazônia",159482.27399,5779.1,92105,402340,5778,600500000,6.13,26.01,6519.73291352261
2008,1500602,"Amazônia",159482.27399,6118.7,96842,399512,5763,640103000,6.6,25.9,6609.76642365916
2009,1500602,"Amazônia",159482.27399,6507.6,98750,413625,6574,690687000,6.98,26.12,6994.29873417722
2010,1500602,"Amazônia",159482.27399,6701.5,99075,555324,7445,842408000,5.06,26.6,8502.73025485743
2011,1500602,"Amazônia",159482.27399,6951.4,100736,688901,8600,1288182000,5.1,25.92,12787.7025095299
2012,1500602,"Amazônia",159482.27399,7180.4,102343,668541,9258,2206576000,4.81,25.98,21560.5952532171
2013,1500602,"Amazônia",159482.27399,7476.9,105106,711028,9679,3094031000,6.25,26.14,29437.2443057485
2014,1500602,"Amazônia",159482.27399,7771.1,106768,687535,12821,3948811000,5.2,25.95,36984.9674059643
2015,1500602,"Amazônia",159482.27399,8079.3,108382,628481,11272,3201408000,4.3,26.39,29538.1889981731
2016,1500602,"Amazônia",159482.27399,8488,109938,657436,11036,2497078000,6.3,26.37,22713.5112517965
2017,1500602,"Amazônia",159482.27399,8712.2,111435,656430,10701,2501060000,3.39,26.11,22444.1154035985
2018,1500602,"Amazônia",159482.27399,9142.2,113195,707958,10701,2723890000,3.31,26.04,24063.695392906
2019,1500602,"Amazônia",159482.27399,9717.3,114594,759451,7243,2776406000,4.89,24.49,24228.1969387577
2020,1500602,"Amazônia",159482.27399,10515,115969,797254,7278,2559968000,NA,NA,22074.5888987574
2021,1500602,"Amazônia",159482.27399,11280.5,117320,904271,6309,3120219000,NA,NA,26595.7978179339
2022,1500602,"Amazônia",159482.27399,11906.5,135067,1003968,7227,NA,NA,NA,NA
2023,1500602,"Amazônia",159482.27399,12224.2,NA,NA,NA,NA,NA,NA,NA
2004,1500701,"Amazônia",6924.44632,161.1,20460,688,NA,38406000,8.22,26.1,1877.12609970674
2005,1500701,"Amazônia",6924.44632,162.8,20852,750,NA,48705000,6.19,26.58,2335.7471705352
2006,1500701,"Amazônia",6924.44632,163.1,21307,718,20,52570000,7.18,26.45,2467.26427934482
2007,1500701,"Amazônia",6924.44632,163.2,24942,702,20,64439000,5.71,26.5,2583.55384492021
2008,1500701,"Amazônia",6924.44632,163.2,26563,700,20,71020000,6.84,26.25,2673.64379023454
2009,1500701,"Amazônia",6924.44632,164.2,27386,820,20,85336000,7.35,26.74,3116.04469436939
2010,1500701,"Amazônia",6924.44632,176.2,24759,858,20,95376000,5.81,26.79,3852.17496667878
2011,1500701,"Amazônia",6924.44632,176.5,25253,860,20,113267000,6.65,26.77,4485.28887656912
2012,1500701,"Amazônia",6924.44632,176.6,25731,910,60,130357000,5.92,26.91,5066.14589405775
2013,1500701,"Amazônia",6924.44632,176.6,26547,990,60,154237000,6.27,26.54,5809.9596941274
2014,1500701,"Amazônia",6924.44632,176.6,27051,1024,60,167161000,7.09,26.7,6179.475804961
2015,1500701,"Amazônia",6924.44632,176.7,27540,970,118,180985000,5.1,27.1,6571.71387073348
2016,1500701,"Amazônia",6924.44632,177.1,28012,950,110,180704000,6.21,27.21,6450.94959303156
2017,1500701,"Amazônia",6924.44632,177.1,28466,960,137,204751000,6.84,26.97,7192.82652989531
2018,1500701,"Amazônia",6924.44632,177.1,28859,1610,2340,206730000,5.9,26.62,7163.44987698811
2019,1500701,"Amazônia",6924.44632,177.5,29277,1640,2310,213400000,6.06,24.03,7288.99818970523
2020,1500701,"Amazônia",6924.44632,178.4,29688,1560,3880,228956000,NA,NA,7712.07221773107
2021,1500701,"Amazônia",6924.44632,179.4,30091,1310,4035,259020000,NA,NA,8607.88940214682
2022,1500701,"Amazônia",6924.44632,179.5,34065,1230,5650,NA,NA,NA,NA
2023,1500701,"Amazônia",6924.44632,179.7,NA,NA,NA,NA,NA,NA,NA
2004,1500800,"Amazônia",188.73032,85.3,468463,1354,NA,1956077000,8.6,25.82,4175.52079886779
2005,1500800,"Amazônia",188.73032,85.8,482171,315,NA,2242831000,8.68,26.52,4651.52611832732
2006,1500800,"Amazônia",188.73032,86.8,498095,320,NA,2694744000,8.95,26.38,5410.10048283962
2007,1500800,"Amazônia",188.73032,86.8,484278,350,2,3045502000,8.18,26.44,6288.74737237702
2008,1500800,"Amazônia",188.73032,86.8,495480,200,NA,3346302000,9.39,26.02,6753.65705982078
2009,1500800,"Amazônia",188.73032,86.8,505512,260,10,3539806000,8.62,26.43,7002.41735112124
2010,1500800,"Amazônia",188.73032,86.9,471980,240,10,4100513000,6.64,26.6,8687.89567354549
2011,1500800,"Amazônia",188.73032,86.9,477999,250,10,4631459000,8.17,26.32,9689.26504030343
2012,1500800,"Amazônia",188.73032,87,483821,146,12,5114549000,7.09,26.48,10571.1595817461
2013,1500800,"Amazônia",188.73032,87,493976,180,12,4900297000,6.25,26.23,9920.11150339288
2014,1500800,"Amazônia",188.73032,87,499776,34,12,5772894000,6.79,26.19,11550.9628313484
2015,1500800,"Amazônia",188.73032,87,505404,124,12,6222672000,5.17,26.58,12312.2729539141
2016,1500800,"Amazônia",188.73032,87,510834,85,12,6718793000,6.21,26.8,13152.5955594185
2017,1500800,"Amazônia",188.73032,87,516057,78,51,6980443000,7.2,26.34,13526.4961041125
2018,1500800,"Amazônia",188.73032,87,525566,102,38,7522961000,7.91,26.12,14314.0176495435
2019,1500800,"Amazônia",188.73032,87,530598,81,38,8163540000,6.26,26.25,15385.5461196612
2020,1500800,"Amazônia",188.73032,87,535547,34,38,8117175000,NA,NA,15156.7929612154
2021,1500800,"Amazônia",188.73032,87,540410,50,38,8939830000,NA,NA,16542.6805573546
2022,1500800,"Amazônia",188.73032,87,515745,22,38,NA,NA,NA,NA
2023,1500800,"Amazônia",188.73032,87,NA,NA,NA,NA,NA,NA,NA
2004,1500859,"Amazônia",11872.42827,1485.1,7271,118600,4342,48623000,5.04,26.22,6687.25072204649
2005,1500859,"Amazônia",11872.42827,1618.8,6880,139260,3439,54932000,6.6,26.84,7984.3023255814
2006,1500859,"Amazônia",11872.42827,1756,6425,172456,2902,55121000,7.31,26.46,8579.1439688716
2007,1500859,"Amazônia",11872.42827,1837.4,17787,280321,3337,70277000,5.95,26.45,3951.03165233035
2008,1500859,"Amazônia",11872.42827,1912,19410,175384,3471,83946000,6.46,26.27,4324.88408037094
2009,1500859,"Amazônia",11872.42827,1938.8,20421,177857,2522,87656000,6.88,26.62,4292.44405269086
2010,1500859,"Amazônia",11872.42827,2016.3,20543,171721,4383,111551000,5,27.03,5430.12218273865
2011,1500859,"Amazônia",11872.42827,2239.6,21398,175023,5073,137034000,5.22,26.32,6404.05645387419
2012,1500859,"Amazônia",11872.42827,2255.4,22225,225093,5333,179067000,4.39,26.4,8057.00787401575
2013,1500859,"Amazônia",11872.42827,2274.6,23609,270460,6268,209864000,5.52,26.37,8889.15244186539
2014,1500859,"Amazônia",11872.42827,2306.7,24525,262642,6772,257292000,4.39,26.25,10491.0091743119
2015,1500859,"Amazônia",11872.42827,2401.8,25414,251681,6144,302093000,3.42,26.77,11886.8733768789
2016,1500859,"Amazônia",11872.42827,2487.3,26271,267860,6334,310094000,5.19,26.73,11803.6618324388
2017,1500859,"Amazônia",11872.42827,2585.7,27096,202400,6334,351211000,3.63,26.45,12961.7286684381
2018,1500859,"Amazônia",11872.42827,2642.1,27161,237584,6334,368823000,3.95,26.41,13579.1392069511
2019,1500859,"Amazônia",11872.42827,2859.4,27890,283448,7946,415241000,5.51,24.43,14888.5263535317
2020,1500859,"Amazônia",11872.42827,2971.3,28607,325932,11135,522861000,NA,NA,18277.3796623204
2021,1500859,"Amazônia",11872.42827,3105,29312,337782,11420,588032000,NA,NA,20061.135371179
2022,1500859,"Amazônia",11872.42827,3213.2,33566,362621,11623,NA,NA,NA,NA
2023,1500859,"Amazônia",11872.42827,3308.9,NA,NA,NA,NA,NA,NA,NA
2004,1500909,"Amazônia",1081.64291,717.5,34435,3500,389,62338000,6.79,25.51,1810.30927835052
2005,1500909,"Amazônia",1081.64291,717.9,34695,3153,558,71999000,5,25.97,2075.1981553538
2006,1500909,"Amazônia",1081.64291,719.6,34998,3216,549,79482000,5.58,25.78,2271.04405966055
2007,1500909,"Amazônia",1081.64291,724.4,37086,3600,587,95526000,6.85,25.85,2575.79679663485
2008,1500909,"Amazônia",1081.64291,724.7,38760,3500,554,108443000,9.25,25.47,2797.80701754386
2009,1500909,"Amazônia",1081.64291,725.1,39317,2953,534,111845000,9.54,25.63,2844.69822214309
2010,1500909,"Amazônia",1081.64291,725.2,40497,3252,364,133308000,5.73,26.15,3291.7993925476
2011,1500909,"Amazônia",1081.64291,725.2,41072,3177,290,169584000,7.2,25.66,4128.94429294897
2012,1500909,"Amazônia",1081.64291,725.2,41628,3999,290,203750000,3.83,25.8,4894.54213510137
2013,1500909,"Amazônia",1081.64291,725.2,42591,4247,100,253554000,3.71,25.92,5953.2295555399
2014,1500909,"Amazônia",1081.64291,725.2,43154,3795,100,251669000,4.15,25.74,5831.8811697641
2015,1500909,"Amazônia",1081.64291,725.4,43700,3556,125,287174000,3.57,25.85,6571.48741418764
2016,1500909,"Amazônia",1081.64291,725.4,44227,3894,321,309983000,4.39,26.09,7008.90858525335
2017,1500909,"Amazônia",1081.64291,725.4,44734,4006,322,332780000,6.18,25.66,7439.08436535968
2018,1500909,"Amazônia",1081.64291,725.4,45516,3820,206,305707000,6.12,25.52,6716.47332806046
2019,1500909,"Amazônia",1081.64291,725.4,45998,3463,310,324422000,4.03,24.27,7052.95882429671
2020,1500909,"Amazônia",1081.64291,725.4,46471,3151,318,366358000,NA,NA,7883.5833100213
2021,1500909,"Amazônia",1081.64291,725.4,46937,3549,341,363771000,NA,NA,7750.19707267188
2022,1500909,"Amazônia",1081.64291,725.4,43691,3919,383,NA,NA,NA,NA
2023,1500909,"Amazônia",1081.64291,725.7,NA,NA,NA,NA,NA,NA,NA
2004,1500958,"Amazônia",1813.02134,1429.1,23630,78715,1100,90668000,6.46,25.61,3836.98688108337
2005,1500958,"Amazônia",1813.02134,1447.9,24344,108465,1205,110875000,6.72,26.43,4554.51035162668
2006,1500958,"Amazônia",1813.02134,1469.9,25174,119881,1085,84864000,7.87,26.2,3371.09716374037
2007,1500958,"Amazônia",1813.02134,1489.8,21239,104296,1187,99740000,7.55,26.14,4696.07796977259
2008,1500958,"Amazônia",1813.02134,1507,22092,93884,1011,96127000,7.27,25.66,4351.21310881767
2009,1500958,"Amazônia",1813.02134,1517.7,22315,84499,1011,109004000,8.33,26.07,4884.78601837329
2010,1500958,"Amazônia",1813.02134,1528.5,26546,82047,925,212961000,5.85,26.24,8022.33858208393
2011,1500958,"Amazônia",1813.02134,1535.3,27069,82429,1112,185990000,7.56,25.76,6870.95940005172
2012,1500958,"Amazônia",1813.02134,1536.2,27576,86450,1098,176413000,5.34,25.98,6397.33826515811
2013,1500958,"Amazônia",1813.02134,1540.9,28441,86266,985,230601000,5.22,25.87,8108.04824021659
2014,1500958,"Amazônia",1813.02134,1541.8,28974,81231,985,240324000,3.41,25.87,8294.47090494926
2015,1500958,"Amazônia",1813.02134,1542.7,29492,80682,2595,257268000,2.75,26.27,8723.31479723315
2016,1500958,"Amazônia",1813.02134,1544.2,29991,79862,925,298798000,4.34,26.4,9962.92220999633
2017,1500958,"Amazônia",1813.02134,1548.8,30471,79425,1030,277394000,4.46,25.82,9103.5410718388
2018,1500958,"Amazônia",1813.02134,1552.5,30896,60489,1139,260752000,5.36,25.76,8439.6685655101
2019,1500958,"Amazônia",1813.02134,1553.8,31338,69214,1737,220672000,6.18,23.97,7041.67464420193
2020,1500958,"Amazônia",1813.02134,1556.9,31773,67493,3637,267915000,NA,NA,8432.15938060618
2021,1500958,"Amazônia",1813.02134,1559.5,32200,77764,3637,308633000,NA,NA,9584.87577639752
2022,1500958,"Amazônia",1813.02134,1561.6,32772,90135,5609,NA,NA,NA,NA
2023,1500958,"Amazônia",1813.02134,1564.5,NA,NA,NA,NA,NA,NA,NA
2004,1501006,"Amazônia",17088.13518,994.1,17976,23450,488,24779000,5.92,25.88,1378.44904316867
2005,1501006,"Amazônia",17088.13518,1015,18426,25604,577,32473000,5.15,26.44,1762.34668403343
