"date","rf_m"
2014-04-30,2.49965631586857e-05
2014-05-30,3.33272237835747e-05
2014-06-30,3.33272237835747e-05
2014-07-31,2.49965631586857e-05
2014-08-29,2.49965631586857e-05
2014-09-30,1.66651390840489e-05
2014-10-31,8.33295141333679e-06
2014-11-28,1.66651390840489e-05
2014-12-31,3.33272237835747e-05
2015-01-30,1.66651390840489e-05
2015-02-27,1.66651390840489e-05
2015-03-31,2.49965631586857e-05
2015-04-30,8.33295141333679e-06
2015-05-29,8.33295141333679e-06
2015-06-30,8.33295141333679e-06
2015-07-31,6.66422347088691e-05
2015-08-31,6.66422347088691e-05
2015-09-30,-8.33371530217786e-06
2015-10-30,6.66422347088691e-05
2015-11-30,0.000183148731638605
2015-12-31,0.000133235655389807
2016-01-29,0.000266276353299455
2016-02-29,0.000274584937330236
2016-03-31,0.000174831788141594
2016-04-29,0.000183148731638605
2016-05-31,0.000282892762280662
2016-06-30,0.000216408900300502
2016-07-29,0.00022472204186097
2016-08-31,0.000274584937330236
2016-09-30,0.000233034423470446
2016-10-31,0.000282892762280662
2016-11-30,0.000399122689256792
2016-12-30,0.00041571484472902
2017-01-31,0.000432303973715964
2017-02-28,0.00044059740363811
2017-03-31,0.000622861801126584
2017-04-28,0.00065596158031811
2017-05-31,0.000796501439335628
2017-06-30,0.000837795409097009
2017-07-31,0.000870817096359389
2017-08-31,0.000821280070136821
2017-09-29,0.000862562798020772
2017-10-31,0.000936824540069159
2017-11-30,0.00103574601469836
2017-12-29,0.00113456007740464
2018-01-31,0.00119215210745738
2018-02-28,0.00134828989009228
2018-03-30,0.00134828989009228
2018-04-30,0.0015205522240771
2018-05-31,0.00156151906972313
2018-06-29,0.00156151906972313
2018-07-31,0.001643397506226
2018-08-31,0.00170884728722887
2018-09-28,0.00177425006198551
2018-10-31,0.0018885920210916
2018-11-30,0.00191307520472717
2018-12-31,0.0019783315388433
2019-01-31,0.00194570921569981
2019-02-28,0.0019783315388433
2019-03-29,0.00193755180903254
2019-04-30,0.001962021837703
2019-05-31,0.00189675381356835
2019-06-28,0.00171702520327943
2019-07-31,0.00168430913169071
2019-08-30,0.0016106549662962
2019-09-30,0.0015205522240771
2019-10-31,0.00124970771873589
2019-11-29,0.00129079659909959
2019-12-31,0.00125792697876448
2020-01-31,0.00125792697876448
2020-02-28,0.00103574601469836
2020-03-31,9.16204838419254e-05
2020-04-30,7.49690802774872e-05
2020-05-29,0.000116591872446392
2020-06-30,0.000133235655389807
2020-07-31,7.49690802774872e-05
2020-08-31,9.16204838419254e-05
2020-09-30,8.32951632732115e-05
2020-10-30,7.49690802774872e-05
2020-11-30,6.66422347088691e-05
2020-12-31,7.49690802774872e-05
2021-01-29,4.99862552685304e-05
2021-02-26,3.33272237835747e-05
2021-03-31,2.49965631586857e-05
2021-04-30,8.33295141333679e-06
2021-05-31,8.33295141333679e-06
2021-06-30,4.16571211045991e-05
2021-07-30,4.99862552685304e-05
2021-08-31,3.33272237835747e-05
2021-09-30,3.33272237835747e-05
2021-10-29,4.16571211045991e-05
2021-11-30,4.16571211045991e-05
2021-12-31,4.99862552685304e-05
2022-01-31,0.000199780336744171
2022-02-28,0.000307811684098658
2022-03-31,0.000424009787461044
2022-04-29,0.000689049320240942
2022-05-31,0.000936824540069159
2022-06-30,0.00137291876046319
2022-07-29,0.00192939367173928
2022-08-31,0.00236077133892909
2022-09-30,0.00264452783879476
2022-10-31,0.00332196134704477
2022-11-30,0.00349053635075025
2022-12-30,0.00351459308401925
2023-01-31,0.00373881723552127
2023-02-28,0.00385072302357004
2023-03-31,0.00381876394188874
2023-04-28,0.00403427087358321
2023-05-31,0.00428107890944562
2023-06-30,0.00420949367822132
2023-07-31,0.00429697911893889
2023-08-31,0.00432877123312592
2023-09-29,0.00432877123312592
2023-10-31,0.00433671753224085
2023-11-30,0.00427312776615807
2023-12-29,0.00423336165926491
2024-01-31,0.00424927018061783
2024-02-29,0.00427312776615807
2024-03-29,0.00427312776615807
2024-04-30,0.00427312776615807
2024-05-31,0.00427312776615807
2024-06-28,0.00424927018061783
2024-07-31,0.00419357822337552
2024-08-30,0.00405818470758934
2024-09-30,0.00369081556915307
2024-10-31,0.0036267740400886
2024-11-29,0.00358672524566694
2024-12-31,0.00345845083497665
2025-01-31,0.00343437929004686
2025-02-28,0.00343437929004686
2025-03-31,0.00344240384414962
